data_timestep, lane_id, lane_queueing_length, lane_queueing_length_experimental, lane_queueing_time,random_seed,scenario
3300.0, P_to_KBJ_2,5.2,17.02,2.0,11332,dynamic_QL_vehicle_data
3600.0, :J1_0_2,6.99,6.99,5.0,11332,dynamic_QL_vehicle_data
3600.0, CMB_to_KBJ_001_1,13.7,13.7,104.0,11332,dynamic_QL_vehicle_data
3600.0, CMB_to_KBJ_001_2,29.35,23.05,65.0,11332,dynamic_QL_vehicle_data
3600.0, CMB_to_KBJ_001_3,5.5,5.5,51.0,11332,dynamic_QL_vehicle_data
3600.0, CMB_to_KBJ_001_4,6.35,6.35,32.0,11332,dynamic_QL_vehicle_data
3600.0, KBJ_to_CMB_001_1,0.0,24.96,0.0,11332,dynamic_QL_vehicle_data
3600.0, MRT_to_KB_001_1,0.0,27.56,0.0,11332,dynamic_QL_vehicle_data
3600.0, MRT_to_KB_001.37_2,39.96,29.21,49.0,11332,dynamic_QL_vehicle_data
3600.0, MRT_to_KB_001.37_3,43.76,31.76,46.0,11332,dynamic_QL_vehicle_data
3600.0, MRT_to_KB_001.37_4,39.51,33.81,49.0,11332,dynamic_QL_vehicle_data
3600.0, MRT_to_KB_001.37_5,11.5,11.5,9.0,11332,dynamic_QL_vehicle_data
3600.0, P_to_KBJ_1,5.2,5.2,15.0,11332,dynamic_QL_vehicle_data
3600.0, P_to_KBJ_2,129.13,100.62,105.0,11332,dynamic_QL_vehicle_data
3900.0, CMB_to_KBJ_001_1,23.91,21.41,85.0,11332,dynamic_QL_vehicle_data
3900.0, CMB_to_KBJ_001_2,23.76,23.76,60.0,11332,dynamic_QL_vehicle_data
3900.0, CMB_to_KBJ_001_3,14.0,14.0,61.0,11332,dynamic_QL_vehicle_data
3900.0, CMB_to_KBJ_001_4,11.5,11.5,50.0,11332,dynamic_QL_vehicle_data
3900.0, MRT_to_KB_001.37_1,0.0,15.15,0.0,11332,dynamic_QL_vehicle_data
3900.0, MRT_to_KB_001.37_2,28.73,28.73,34.0,11332,dynamic_QL_vehicle_data
3900.0, MRT_to_KB_001.37_3,34.16,31.66,33.0,11332,dynamic_QL_vehicle_data
3900.0, MRT_to_KB_001.37_4,38.21,34.86,33.0,11332,dynamic_QL_vehicle_data
3900.0, P_to_KBJ_2,130.33,104.02,128.0,11332,dynamic_QL_vehicle_data
4200.0, CMB_to_KBJ_001_1,3.55,3.55,24.0,11332,dynamic_QL_vehicle_data
4200.0, CMB_to_KBJ_001_2,23.25,20.75,55.0,11332,dynamic_QL_vehicle_data
4200.0, CMB_to_KBJ_001_3,13.7,13.7,53.0,11332,dynamic_QL_vehicle_data
4200.0, CMB_to_KBJ_001_4,12.95,12.95,40.0,11332,dynamic_QL_vehicle_data
4200.0, KBJ_to_CMB_001_1,0.0,24.95,0.0,11332,dynamic_QL_vehicle_data
4200.0, MRT_to_KB_001_1,0.0,27.56,0.0,11332,dynamic_QL_vehicle_data
4200.0, MRT_to_KB_001.37_2,24.81,24.81,24.0,11332,dynamic_QL_vehicle_data
4200.0, MRT_to_KB_001.37_3,14.25,14.25,28.0,11332,dynamic_QL_vehicle_data
4200.0, MRT_to_KB_001.37_4,16.76,22.64,18.0,11332,dynamic_QL_vehicle_data
4200.0, P_to_KBJ_2,132.38,99.32,104.0,11332,dynamic_QL_vehicle_data
4500.0, CMB_to_KBJ_001_1,21.61,21.61,92.0,11332,dynamic_QL_vehicle_data
4500.0, CMB_to_KBJ_001_2,14.25,16.97,57.0,11332,dynamic_QL_vehicle_data
4500.0, CMB_to_KBJ_001_3,11.5,11.5,43.0,11332,dynamic_QL_vehicle_data
4500.0, CMB_to_KBJ_001_4,3.0,3.0,34.0,11332,dynamic_QL_vehicle_data
4500.0, MRT_to_KB_001.37_1,0.0,15.16,0.0,11332,dynamic_QL_vehicle_data
4500.0, MRT_to_KB_001.37_2,28.86,28.86,39.0,11332,dynamic_QL_vehicle_data
4500.0, MRT_to_KB_001.37_3,26.81,34.56,38.0,11332,dynamic_QL_vehicle_data
4500.0, MRT_to_KB_001.37_4,29.01,36.88,36.0,11332,dynamic_QL_vehicle_data
4500.0, MRT_to_KB_001.37_5,3.0,3.0,6.0,11332,dynamic_QL_vehicle_data
4500.0, P_to_KBJ_1,5.2,5.2,8.0,11332,dynamic_QL_vehicle_data
4500.0, P_to_KBJ_2,129.33,99.77,114.0,11332,dynamic_QL_vehicle_data
4800.0, P_to_KBJ_2,127.83,98.32,118.0,11332,dynamic_QL_vehicle_data
5100.0, P_to_KBJ_2,88.67,88.67,116.0,11332,dynamic_QL_vehicle_data
0.0, MRT_to_KB_001_1,0.0,27.56,0.0,49143,dynamic_QL_vehicle_data
300.0, MRT_to_KB_001.37_1,0.0,15.14,0.0,49143,dynamic_QL_vehicle_data
300.0, P_to_KBJ_1,5.2,5.2,46.0,49143,dynamic_QL_vehicle_data
300.0, P_to_KBJ_2,5.2,5.2,13.0,49143,dynamic_QL_vehicle_data
600.0, KBJ_to_CMB_001_1,0.0,24.98,0.0,49143,dynamic_QL_vehicle_data
600.0, MRT_to_KB_001_1,0.0,27.56,0.0,49143,dynamic_QL_vehicle_data
600.0, MRT_to_KB_001.37_2,0.0,28.02,0.0,49143,dynamic_QL_vehicle_data
600.0, MRT_to_KB_001.37_4,29.06,29.06,10.0,49143,dynamic_QL_vehicle_data
600.0, MRT_to_KB_001.37_5,6.3,6.3,20.0,49143,dynamic_QL_vehicle_data
900.0, CMB_to_KBJ_001_1,6.35,6.35,75.0,49143,dynamic_QL_vehicle_data
900.0, CMB_to_KBJ_001_2,22.9,22.9,83.0,49143,dynamic_QL_vehicle_data
900.0, CMB_to_KBJ_001_3,3.0,3.0,44.0,49143,dynamic_QL_vehicle_data
900.0, CMB_to_KBJ_001_4,3.0,3.0,15.0,49143,dynamic_QL_vehicle_data
900.0, MRT_to_KB_001.37_1,0.0,15.14,0.0,49143,dynamic_QL_vehicle_data
900.0, MRT_to_KB_001.37_2,20.27,22.91,50.0,49143,dynamic_QL_vehicle_data
900.0, MRT_to_KB_001.37_3,40.11,31.91,56.0,49143,dynamic_QL_vehicle_data
900.0, MRT_to_KB_001.37_4,41.27,30.91,47.0,49143,dynamic_QL_vehicle_data
900.0, P_to_KBJ_1,5.2,5.2,1.0,49143,dynamic_QL_vehicle_data
1200.0, CMB_to_KBJ_001_1,9.7,9.7,54.0,49143,dynamic_QL_vehicle_data
1200.0, CMB_to_KBJ_001_2,6.3,6.3,69.0,49143,dynamic_QL_vehicle_data
1200.0, CMB_to_KBJ_001_3,13.0,13.0,38.0,49143,dynamic_QL_vehicle_data
1200.0, CMB_to_KBJ_001_4,6.3,6.3,34.0,49143,dynamic_QL_vehicle_data
1200.0, KBJ_to_CMB_001_1,0.0,24.95,0.0,49143,dynamic_QL_vehicle_data
1200.0, MRT_to_KB_001_1,0.0,27.56,0.0,49143,dynamic_QL_vehicle_data
1200.0, MRT_to_KB_001.37_2,12.05,12.05,35.0,49143,dynamic_QL_vehicle_data
1200.0, MRT_to_KB_001.37_3,13.4,19.11,41.0,49143,dynamic_QL_vehicle_data
1200.0, MRT_to_KB_001.37_4,16.92,16.92,28.0,49143,dynamic_QL_vehicle_data
1200.0, P_to_KBJ_2,0.0,30.08,0.0,49143,dynamic_QL_vehicle_data
1500.0, CMB_to_KBJ_001_2,11.5,11.5,53.0,49143,dynamic_QL_vehicle_data
1500.0, CMB_to_KBJ_001_3,3.0,3.0,32.0,49143,dynamic_QL_vehicle_data
1500.0, CMB_to_KBJ_001_4,6.3,6.3,21.0,49143,dynamic_QL_vehicle_data
1500.0, MRT_to_KB_001.37_1,0.0,15.14,0.0,49143,dynamic_QL_vehicle_data
1500.0, MRT_to_KB_001.37_2,11.5,29.89,28.0,49143,dynamic_QL_vehicle_data
1500.0, MRT_to_KB_001.37_3,24.16,24.16,30.0,49143,dynamic_QL_vehicle_data
1500.0, MRT_to_KB_001.37_4,21.65,21.65,21.0,49143,dynamic_QL_vehicle_data
1500.0, P_to_KBJ_2,20.71,20.71,127.0,49143,dynamic_QL_vehicle_data
1800.0, CMB_to_KBJ_001_1,14.55,14.55,76.0,49143,dynamic_QL_vehicle_data
1800.0, CMB_to_KBJ_001_2,22.9,22.9,66.0,49143,dynamic_QL_vehicle_data
1800.0, CMB_to_KBJ_001_3,19.7,19.7,58.0,49143,dynamic_QL_vehicle_data
1800.0, CMB_to_KBJ_001_4,16.6,16.6,39.0,49143,dynamic_QL_vehicle_data
1800.0, KBJ_to_CMB_001_1,0.0,24.97,0.0,49143,dynamic_QL_vehicle_data
1800.0, MRT_to_KB_001_1,0.0,27.56,0.0,49143,dynamic_QL_vehicle_data
1800.0, MRT_to_KB_001.37_2,8.85,8.85,28.0,49143,dynamic_QL_vehicle_data
